time_s,Q_analytical_nC,Isrc_analytical_uA,Iload_analytical_uA,Q_empirical_nC,Isrc_empirical_uA,Iload_empirical_uA
7.349032334806e-01,-3.250000000000e+02,0.000000000000e+00,-1.938827588561e+00,-3.250000000000e+02,0.000000000000e+00,-1.333699620385e+00
7.350419991969e-01,-3.250000000000e+02,0.000000000000e+00,-1.936431224248e+00,-3.250000000000e+02,0.000000000000e+00,-1.332051185943e+00
7.351807649132e-01,-3.250000000000e+02,0.000000000000e+00,-1.934037821808e+00,-3.250000000000e+02,0.000000000000e+00,-1.330404788943e+00
7.353195306295e-01,-3.250000000000e+02,0.000000000000e+00,-1.931647377582e+00,-3.250000000000e+02,0.000000000000e+00,-1.328760426867e+00
7.354582963458e-01,-3.250000000000e+02,0.000000000000e+00,-1.929259887911e+00,-3.250000000000e+02,0.000000000000e+00,-1.327118097201e+00
7.355970620621e-01,-3.250000000000e+02,0.000000000000e+00,-1.926875349145e+00,-3.250000000000e+02,0.000000000000e+00,-1.325477797431e+00
7.357358277784e-01,-3.250000000000e+02,0.000000000000e+00,-1.924493757637e+00,-3.250000000000e+02,0.000000000000e+00,-1.323839525049e+00
7.358745934947e-01,-3.250000000000e+02,0.000000000000e+00,-1.922115109742e+00,-3.250000000000e+02,0.000000000000e+00,-1.322203277550e+00
7.360133592110e-01,-3.250000000000e+02,0.000000000000e+00,-1.919739401824e+00,-3.250000000000e+02,0.000000000000e+00,-1.320569052430e+00
7.361521249273e-01,-3.250000000000e+02,0.000000000000e+00,-1.917366630248e+00,-3.250000000000e+02,0.000000000000e+00,-1.318936847190e+00
7.362908906436e-01,-3.250000000000e+02,0.000000000000e+00,-1.914996791386e+00,-3.250000000000e+02,0.000000000000e+00,-1.317306659333e+00
7.364296563598e-01,-3.250000000000e+02,0.000000000000e+00,-1.912629881612e+00,-3.250000000000e+02,0.000000000000e+00,-1.315678486366e+00
7.365684220761e-01,-3.250000000000e+02,0.000000000000e+00,-1.910265897305e+00,-3.250000000000e+02,0.000000000000e+00,-1.314052325798e+00
7.367071877924e-01,-3.250000000000e+02,0.000000000000e+00,-1.907904834851e+00,-3.250000000000e+02,0.000000000000e+00,-1.312428175143e+00
7.368459535087e-01,-3.250000000000e+02,0.000000000000e+00,-1.905546690638e+00,-3.250000000000e+02,0.000000000000e+00,-1.310806031915e+00
7.369847192250e-01,-3.250000000000e+02,0.000000000000e+00,-1.903191461059e+00,-3.250000000000e+02,0.000000000000e+00,-1.309185893635e+00
7.371234849413e-01,-3.250000000000e+02,0.000000000000e+00,-1.900839142511e+00,-3.250000000000e+02,0.000000000000e+00,-1.307567757823e+00
7.372622506576e-01,-3.250000000000e+02,0.000000000000e+00,-1.898489731397e+00,-3.250000000000e+02,0.000000000000e+00,-1.305951622004e+00
7.374010163739e-01,-3.250000000000e+02,0.000000000000e+00,-1.896143224122e+00,-3.250000000000e+02,0.000000000000e+00,-1.304337483708e+00
7.375397820902e-01,-3.250000000000e+02,0.000000000000e+00,-1.893799617098e+00,-3.250000000000e+02,0.000000000000e+00,-1.302725340464e+00
7.376785478065e-01,-3.250000000000e+02,0.000000000000e+00,-1.891458906741e+00,-3.250000000000e+02,0.000000000000e+00,-1.301115189807e+00
7.378173135228e-01,-3.250000000000e+02,0.000000000000e+00,-1.889121089469e+00,-3.250000000000e+02,0.000000000000e+00,-1.299507029275e+00
7.379560792391e-01,-3.250000000000e+02,0.000000000000e+00,-1.886786161708e+00,-3.250000000000e+02,0.000000000000e+00,-1.297900856406e+00
7.380948449553e-01,-3.250000000000e+02,0.000000000000e+00,-1.884454119885e+00,-3.250000000000e+02,0.000000000000e+00,-1.296296668745e+00
7.382336106716e-01,-3.250000000000e+02,0.000000000000e+00,-1.882124960434e+00,-3.250000000000e+02,0.000000000000e+00,-1.294694463839e+00
7.383723763879e-01,-3.250000000000e+02,0.000000000000e+00,-1.879798679792e+00,-3.250000000000e+02,0.000000000000e+00,-1.293094239235e+00
7.385111421042e-01,-3.250000000000e+02,0.000000000000e+00,-1.877475274401e+00,-3.250000000000e+02,0.000000000000e+00,-1.291495992487e+00
7.386499078205e-01,-3.250000000000e+02,0.000000000000e+00,-1.875154740707e+00,-3.250000000000e+02,0.000000000000e+00,-1.289899721151e+00
7.387886735368e-01,-3.250000000000e+02,0.000000000000e+00,-1.872837075161e+00,-3.250000000000e+02,0.000000000000e+00,-1.288305422783e+00
7.389274392531e-01,-3.250000000000e+02,0.000000000000e+00,-1.870522274218e+00,-3.250000000000e+02,0.000000000000e+00,-1.286713094947e+00
7.390662049694e-01,-3.250000000000e+02,0.000000000000e+00,-1.868210334337e+00,-3.250000000000e+02,0.000000000000e+00,-1.285122735206e+00
7.392049706857e-01,-3.250000000000e+02,0.000000000000e+00,-1.865901251982e+00,-3.250000000000e+02,0.000000000000e+00,-1.283534341128e+00
7.393437364020e-01,-3.250000000000e+02,0.000000000000e+00,-1.863595023622e+00,-3.250000000000e+02,0.000000000000e+00,-1.281947910283e+00
7.394825021183e-01,-3.250000000000e+02,0.000000000000e+00,-1.861291645727e+00,-3.250000000000e+02,0.000000000000e+00,-1.280363440245e+00
7.396212678346e-01,-3.250000000000e+02,0.000000000000e+00,-1.858991114777e+00,-3.250000000000e+02,0.000000000000e+00,-1.278780928590e+00
7.397600335508e-01,-3.250000000000e+02,0.000000000000e+00,-1.856693427251e+00,-3.250000000000e+02,0.000000000000e+00,-1.277200372898e+00
7.398987992671e-01,-3.250000000000e+02,0.000000000000e+00,-1.854398579635e+00,-3.250000000000e+02,0.000000000000e+00,-1.275621770751e+00
7.400375649834e-01,-3.250000000000e+02,0.000000000000e+00,-1.852106568420e+00,-3.250000000000e+02,0.000000000000e+00,-1.274045119735e+00
7.401763306997e-01,-3.250000000000e+02,0.000000000000e+00,-1.849817390099e+00,-3.250000000000e+02,0.000000000000e+00,-1.272470417438e+00
7.403150964160e-01,-3.250000000000e+02,0.000000000000e+00,-1.847531041171e+00,-3.250000000000e+02,0.000000000000e+00,-1.270897661451e+00
7.404538621323e-01,-3.250000000000e+02,0.000000000000e+00,-1.845247518138e+00,-3.250000000000e+02,0.000000000000e+00,-1.269326849369e+00
7.405926278486e-01,-3.250000000000e+02,0.000000000000e+00,-1.842966817509e+00,-3.250000000000e+02,0.000000000000e+00,-1.267757978789e+00
7.407313935649e-01,-3.250000000000e+02,0.000000000000e+00,-1.840688935795e+00,-3.250000000000e+02,0.000000000000e+00,-1.266191047312e+00
7.408701592812e-01,-3.250000000000e+02,0.000000000000e+00,-1.838413869511e+00,-3.250000000000e+02,0.000000000000e+00,-1.264626052540e+00
7.410089249975e-01,-3.250000000000e+02,0.000000000000e+00,-1.836141615178e+00,-3.250000000000e+02,0.000000000000e+00,-1.263062992081e+00
7.411476907138e-01,-3.250000000000e+02,0.000000000000e+00,-1.833872169321e+00,-3.250000000000e+02,0.000000000000e+00,-1.261501863543e+00
7.412864564301e-01,-3.250000000000e+02,0.000000000000e+00,-1.831605528467e+00,-3.250000000000e+02,0.000000000000e+00,-1.259942664538e+00
7.414252221463e-01,-3.250000000000e+02,0.000000000000e+00,-1.829341689150e+00,-3.250000000000e+02,0.000000000000e+00,-1.258385392682e+00
7.415639878626e-01,-3.250000000000e+02,0.000000000000e+00,-1.827080647908e+00,-3.250000000000e+02,0.000000000000e+00,-1.256830045592e+00
7.417027535789e-01,-3.250000000000e+02,0.000000000000e+00,-1.824822401281e+00,-3.250000000000e+02,0.000000000000e+00,-1.255276620891e+00
7.418415192952e-01,-3.250000000000e+02,0.000000000000e+00,-1.822566945817e+00,-3.250000000000e+02,0.000000000000e+00,-1.253725116201e+00
7.419802850115e-01,-3.250000000000e+02,0.000000000000e+00,-1.820314278064e+00,-3.250000000000e+02,0.000000000000e+00,-1.252175529149e+00
7.421190507278e-01,-3.250000000000e+02,0.000000000000e+00,-1.818064394578e+00,-3.250000000000e+02,0.000000000000e+00,-1.250627857366e+00
7.422578164441e-01,-3.250000000000e+02,0.000000000000e+00,-1.815817291917e+00,-3.250000000000e+02,0.000000000000e+00,-1.249082098484e+00
7.423965821604e-01,-3.250000000000e+02,0.000000000000e+00,-1.813572966644e+00,-3.250000000000e+02,0.000000000000e+00,-1.247538250138e+00
7.425353478767e-01,-3.250000000000e+02,0.000000000000e+00,-1.811331415326e+00,-3.250000000000e+02,0.000000000000e+00,-1.245996309968e+00
7.426741135930e-01,-3.250000000000e+02,0.000000000000e+00,-1.809092634535e+00,-3.250000000000e+02,0.000000000000e+00,-1.244456275615e+00
7.428128793093e-01,-3.250000000000e+02,0.000000000000e+00,-1.806856620847e+00,-3.250000000000e+02,0.000000000000e+00,-1.242918144724e+00
7.429516450256e-01,-3.250000000000e+02,0.000000000000e+00,-1.804623370840e+00,-3.250000000000e+02,0.000000000000e+00,-1.241381914941e+00
7.430904107418e-01,-3.250000000000e+02,0.000000000000e+00,-1.802392881100e+00,-3.250000000000e+02,0.000000000000e+00,-1.239847583916e+00
7.432291764581e-01,-3.250000000000e+02,0.000000000000e+00,-1.800165148215e+00,-3.250000000000e+02,0.000000000000e+00,-1.238315149304e+00
7.433679421744e-01,-3.250000000000e+02,0.000000000000e+00,-1.797940168777e+00,-3.250000000000e+02,0.000000000000e+00,-1.236784608761e+00
7.435067078907e-01,-3.250000000000e+02,0.000000000000e+00,-1.795717939383e+00,-3.250000000000e+02,0.000000000000e+00,-1.235255959944e+00
7.436454736070e-01,-3.250000000000e+02,0.000000000000e+00,-1.793498456634e+00,-3.250000000000e+02,0.000000000000e+00,-1.233729200516e+00
7.437842393233e-01,-3.250000000000e+02,0.000000000000e+00,-1.791281717136e+00,-3.250000000000e+02,0.000000000000e+00,-1.232204328142e+00
7.439230050396e-01,-3.250000000000e+02,0.000000000000e+00,-1.789067717497e+00,-3.250000000000e+02,0.000000000000e+00,-1.230681340490e+00
7.440617707559e-01,-3.250000000000e+02,0.000000000000e+00,-1.786856454331e+00,-3.250000000000e+02,0.000000000000e+00,-1.229160235229e+00
7.442005364722e-01,-3.250000000000e+02,0.000000000000e+00,-1.784647924256e+00,-3.250000000000e+02,0.000000000000e+00,-1.227641010033e+00
7.443393021885e-01,-3.250000000000e+02,0.000000000000e+00,-1.782442123894e+00,-3.250000000000e+02,0.000000000000e+00,-1.226123662579e+00
7.444780679048e-01,-3.250000000000e+02,0.000000000000e+00,-1.780239049871e+00,-3.250000000000e+02,0.000000000000e+00,-1.224608190546e+00
7.446168336211e-01,-3.250000000000e+02,0.000000000000e+00,-1.778038698818e+00,-3.250000000000e+02,0.000000000000e+00,-1.223094591615e+00
7.447555993373e-01,-3.250000000000e+02,0.000000000000e+00,-1.775841067368e+00,-3.250000000000e+02,0.000000000000e+00,-1.221582863472e+00
7.448943650536e-01,-3.250000000000e+02,0.000000000000e+00,-1.773646152160e+00,-3.250000000000e+02,0.000000000000e+00,-1.220073003804e+00
7.450331307699e-01,-3.250000000000e+02,0.000000000000e+00,-1.771453949838e+00,-3.250000000000e+02,0.000000000000e+00,-1.218565010302e+00
7.451718964862e-01,-3.250000000000e+02,0.000000000000e+00,-1.769264457047e+00,-3.250000000000e+02,0.000000000000e+00,-1.217058880659e+00
7.453106622025e-01,-3.250000000000e+02,0.000000000000e+00,-1.767077670440e+00,-3.250000000000e+02,0.000000000000e+00,-1.215554612572e+00
7.454494279188e-01,-3.250000000000e+02,0.000000000000e+00,-1.764893586671e+00,-3.250000000000e+02,0.000000000000e+00,-1.214052203739e+00
7.455881936351e-01,-3.250000000000e+02,0.000000000000e+00,-1.762712202399e+00,-3.250000000000e+02,0.000000000000e+00,-1.212551651863e+00
7.457269593514e-01,-3.250000000000e+02,0.000000000000e+00,-1.760533514289e+00,-3.250000000000e+02,0.000000000000e+00,-1.211052954649e+00
7.458657250677e-01,-3.250000000000e+02,0.000000000000e+00,-1.758357519007e+00,-3.250000000000e+02,0.000000000000e+00,-1.209556109804e+00
7.460044907840e-01,-3.250000000000e+02,0.000000000000e+00,-1.756184213225e+00,-3.250000000000e+02,0.000000000000e+00,-1.208061115039e+00
7.461432565003e-01,-3.250000000000e+02,0.000000000000e+00,-1.754013593620e+00,-3.250000000000e+02,0.000000000000e+00,-1.206567968066e+00
7.462820222166e-01,-3.250000000000e+02,0.000000000000e+00,-1.751845656871e+00,-3.250000000000e+02,0.000000000000e+00,-1.205076666603e+00
7.464207879328e-01,-3.250000000000e+02,0.000000000000e+00,-1.749680399661e+00,-3.250000000000e+02,0.000000000000e+00,-1.203587208368e+00
7.465595536491e-01,-3.250000000000e+02,0.000000000000e+00,-1.747517818680e+00,-3.250000000000e+02,0.000000000000e+00,-1.202099591083e+00
7.466983193654e-01,-3.250000000000e+02,0.000000000000e+00,-1.745357910620e+00,-3.250000000000e+02,0.000000000000e+00,-1.200613812473e+00
7.468370850817e-01,-3.250000000000e+02,0.000000000000e+00,-1.743200672176e+00,-3.250000000000e+02,0.000000000000e+00,-1.199129870264e+00
7.469758507980e-01,-3.250000000000e+02,0.000000000000e+00,-1.741046100049e+00,-3.250000000000e+02,0.000000000000e+00,-1.197647762188e+00
7.471146165143e-01,-3.250000000000e+02,0.000000000000e+00,-1.738894190944e+00,-3.250000000000e+02,0.000000000000e+00,-1.196167485977e+00
7.472533822306e-01,-3.250000000000e+02,0.000000000000e+00,-1.736744941569e+00,-3.250000000000e+02,0.000000000000e+00,-1.194689039367e+00
7.473921479469e-01,-3.250000000000e+02,0.000000000000e+00,-1.734598348637e+00,-3.250000000000e+02,0.000000000000e+00,-1.193212420097e+00
7.475309136632e-01,-3.250000000000e+02,0.000000000000e+00,-1.732454408864e+00,-3.250000000000e+02,0.000000000000e+00,-1.191737625908e+00
7.476696793795e-01,-3.250000000000e+02,0.000000000000e+00,-1.730313118972e+00,-3.250000000000e+02,0.000000000000e+00,-1.190264654544e+00
7.478084450958e-01,-3.250000000000e+02,0.000000000000e+00,-1.728174475684e+00,-3.250000000000e+02,0.000000000000e+00,-1.188793503753e+00
7.479472108121e-01,-3.250000000000e+02,0.000000000000e+00,-1.726038475730e+00,-3.250000000000e+02,0.000000000000e+00,-1.187324171284e+00
7.480859765283e-01,-3.250000000000e+02,0.000000000000e+00,-1.723905115843e+00,-3.250000000000e+02,0.000000000000e+00,-1.185856654890e+00
7.482247422446e-01,-3.250000000000e+02,0.000000000000e+00,-1.721774392759e+00,-3.250000000000e+02,0.000000000000e+00,-1.184390952326e+00
7.483635079609e-01,-3.250000000000e+02,0.000000000000e+00,-1.719646303220e+00,-3.250000000000e+02,0.000000000000e+00,-1.182927061350e+00
7.485022736772e-01,-3.250000000000e+02,0.000000000000e+00,-1.717520843970e+00,-3.250000000000e+02,0.000000000000e+00,-1.181464979723e+00
7.486410393935e-01,-3.250000000000e+02,0.000000000000e+00,-1.715398011759e+00,-3.250000000000e+02,0.000000000000e+00,-1.180004705210e+00
7.487798051098e-01,-3.250000000000e+02,0.000000000000e+00,-1.713277803339e+00,-3.250000000000e+02,0.000000000000e+00,-1.178546235575e+00
7.489185708261e-01,-3.250000000000e+02,0.000000000000e+00,-1.711160215468e+00,-3.250000000000e+02,0.000000000000e+00,-1.177089568589e+00
7.490573365424e-01,-3.250000000000e+02,0.000000000000e+00,-1.709045244907e+00,-3.250000000000e+02,0.000000000000e+00,-1.175634702023e+00
7.491961022587e-01,-3.250000000000e+02,0.000000000000e+00,-1.706932888420e+00,-3.250000000000e+02,0.000000000000e+00,-1.174181633653e+00
7.493348679750e-01,-3.250000000000e+02,0.000000000000e+00,-1.704823142776e+00,-3.250000000000e+02,0.000000000000e+00,-1.172730361255e+00
7.494736336913e-01,-3.250000000000e+02,0.000000000000e+00,-1.702716004750e+00,-3.250000000000e+02,0.000000000000e+00,-1.171280882610e+00
7.496123994076e-01,-3.250000000000e+02,0.000000000000e+00,-1.700611471117e+00,-3.250000000000e+02,0.000000000000e+00,-1.169833195501e+00
7.497511651238e-01,-3.250000000000e+02,0.000000000000e+00,-1.698509538659e+00,-3.250000000000e+02,0.000000000000e+00,-1.168387297713e+00
7.498899308401e-01,-3.250000000000e+02,0.000000000000e+00,-1.696410204160e+00,-3.250000000000e+02,0.000000000000e+00,-1.166943187034e+00
7.500286965564e-01,-3.250000000000e+02,0.000000000000e+00,-1.694313464410e+00,-3.250000000000e+02,0.000000000000e+00,-1.165500861257e+00
7.501674622727e-01,-3.250000000000e+02,0.000000000000e+00,-1.692219316202e+00,-3.250000000000e+02,0.000000000000e+00,-1.164060318175e+00
7.503062279890e-01,-3.250000000000e+02,0.000000000000e+00,-1.690127756332e+00,-3.250000000000e+02,0.000000000000e+00,-1.162621555584e+00
7.504449937053e-01,-3.250000000000e+02,0.000000000000e+00,-1.688038781602e+00,-3.250000000000e+02,0.000000000000e+00,-1.161184571284e+00
7.505837594216e-01,-3.250000000000e+02,0.000000000000e+00,-1.685952388815e+00,-3.250000000000e+02,0.000000000000e+00,-1.159749363077e+00
7.507225251379e-01,-3.250000000000e+02,0.000000000000e+00,-1.683868574782e+00,-3.250000000000e+02,0.000000000000e+00,-1.158315928768e+00
7.508612908542e-01,-3.250000000000e+02,0.000000000000e+00,-1.681787336314e+00,-3.250000000000e+02,0.000000000000e+00,-1.156884266164e+00
7.510000565705e-01,-3.250000000000e+02,0.000000000000e+00,-1.679708670228e+00,-3.250000000000e+02,0.000000000000e+00,-1.155454373075e+00
7.511388222868e-01,-3.250000000000e+02,0.000000000000e+00,-1.677632573345e+00,-3.250000000000e+02,0.000000000000e+00,-1.154026247314e+00
7.512775880031e-01,-3.250000000000e+02,0.000000000000e+00,-1.675559042490e+00,-3.250000000000e+02,0.000000000000e+00,-1.152599886697e+00
7.514163537193e-01,-3.250000000000e+02,0.000000000000e+00,-1.673488074490e+00,-3.250000000000e+02,0.000000000000e+00,-1.151175289043e+00
7.515551194356e-01,-3.250000000000e+02,0.000000000000e+00,-1.671419666178e+00,-3.250000000000e+02,0.000000000000e+00,-1.149752452171e+00
7.516938851519e-01,-3.250000000000e+02,0.000000000000e+00,-1.669353814390e+00,-3.250000000000e+02,0.000000000000e+00,-1.148331373907e+00
7.518326508682e-01,-3.250000000000e+02,0.000000000000e+00,-1.667290515967e+00,-3.250000000000e+02,0.000000000000e+00,-1.146912052075e+00
7.519714165845e-01,-3.250000000000e+02,0.000000000000e+00,-1.665229767752e+00,-3.250000000000e+02,0.000000000000e+00,-1.145494484506e+00
7.521101823008e-01,-3.250000000000e+02,0.000000000000e+00,-1.663171566594e+00,-3.250000000000e+02,0.000000000000e+00,-1.144078669031e+00
7.522489480171e-01,-3.250000000000e+02,0.000000000000e+00,-1.661115909345e+00,-3.250000000000e+02,0.000000000000e+00,-1.142664603485e+00
7.523877137334e-01,-3.250000000000e+02,0.000000000000e+00,-1.659062792859e+00,-3.250000000000e+02,0.000000000000e+00,-1.141252285704e+00
7.525264794497e-01,-3.250000000000e+02,0.000000000000e+00,-1.657012213998e+00,-3.250000000000e+02,0.000000000000e+00,-1.139841713529e+00
7.526652451660e-01,-3.250000000000e+02,0.000000000000e+00,-1.654964169623e+00,-3.250000000000e+02,0.000000000000e+00,-1.138432884801e+00
7.528040108823e-01,-3.250000000000e+02,0.000000000000e+00,-1.652918656604e+00,-3.250000000000e+02,0.000000000000e+00,-1.137025797366e+00
7.529427765986e-01,-3.250000000000e+02,0.000000000000e+00,-1.650875671810e+00,-3.250000000000e+02,0.000000000000e+00,-1.135620449073e+00
7.530815423148e-01,-3.250000000000e+02,0.000000000000e+00,-1.648835212118e+00,-3.250000000000e+02,0.000000000000e+00,-1.134216837770e+00
7.532203080311e-01,-3.250000000000e+02,0.000000000000e+00,-1.646797274406e+00,-3.250000000000e+02,0.000000000000e+00,-1.132814961312e+00
7.533590737474e-01,-3.250000000000e+02,0.000000000000e+00,-1.644761855557e+00,-3.250000000000e+02,0.000000000000e+00,-1.131414817554e+00
7.534978394637e-01,-3.250000000000e+02,0.000000000000e+00,-1.642728952458e+00,-3.250000000000e+02,0.000000000000e+00,-1.130016404354e+00
7.536366051800e-01,-3.250000000000e+02,0.000000000000e+00,-1.640698561999e+00,-3.250000000000e+02,0.000000000000e+00,-1.128619719574e+00
7.537753708963e-01,-3.250000000000e+02,0.000000000000e+00,-1.638670681075e+00,-3.250000000000e+02,0.000000000000e+00,-1.127224761077e+00
7.539141366126e-01,-3.250000000000e+02,0.000000000000e+00,-1.636645306584e+00,-3.250000000000e+02,0.000000000000e+00,-1.125831526730e+00
7.540529023289e-01,-3.250000000000e+02,0.000000000000e+00,-1.634622435428e+00,-3.250000000000e+02,0.000000000000e+00,-1.124440014401e+00
7.541916680452e-01,-3.250000000000e+02,0.000000000000e+00,-1.632602064513e+00,-3.250000000000e+02,0.000000000000e+00,-1.123050221962e+00
7.543304337615e-01,-3.250000000000e+02,0.000000000000e+00,-1.630584190748e+00,-3.250000000000e+02,0.000000000000e+00,-1.121662147288e+00
7.544691994778e-01,-3.250000000000e+02,0.000000000000e+00,-1.628568811049e+00,-3.250000000000e+02,0.000000000000e+00,-1.120275788255e+00
7.546079651941e-01,-3.250000000000e+02,0.000000000000e+00,-1.626555922330e+00,-3.250000000000e+02,0.000000000000e+00,-1.118891142743e+00
7.547467309103e-01,-3.250000000000e+02,0.000000000000e+00,-1.624545521515e+00,-3.250000000000e+02,0.000000000000e+00,-1.117508208634e+00
7.548854966266e-01,-3.250000000000e+02,0.000000000000e+00,-1.622537605527e+00,-3.250000000000e+02,0.000000000000e+00,-1.116126983812e+00
7.550242623429e-01,-3.250000000000e+02,0.000000000000e+00,-1.620532171296e+00,-3.250000000000e+02,0.000000000000e+00,-1.114747466165e+00
7.551630280592e-01,-3.250000000000e+02,0.000000000000e+00,-1.618529215755e+00,-3.250000000000e+02,0.000000000000e+00,-1.113369653583e+00
7.553017937755e-01,-3.250000000000e+02,0.000000000000e+00,-1.616528735838e+00,-3.250000000000e+02,0.000000000000e+00,-1.111993543959e+00
7.554405594918e-01,-3.250000000000e+02,0.000000000000e+00,-1.614530728488e+00,-3.250000000000e+02,0.000000000000e+00,-1.110619135187e+00
7.555793252081e-01,-3.250000000000e+02,0.000000000000e+00,-1.612535190647e+00,-3.250000000000e+02,0.000000000000e+00,-1.109246425166e+00
7.557180909244e-01,-3.250000000000e+02,0.000000000000e+00,-1.610542119264e+00,-3.250000000000e+02,0.000000000000e+00,-1.107875411795e+00
7.558568566407e-01,-3.250000000000e+02,0.000000000000e+00,-1.608551511290e+00,-3.250000000000e+02,0.000000000000e+00,-1.106506092978e+00
7.559956223570e-01,-3.250000000000e+02,0.000000000000e+00,-1.606563363679e+00,-3.250000000000e+02,0.000000000000e+00,-1.105138466620e+00
7.561343880733e-01,-3.250000000000e+02,0.000000000000e+00,-1.604577673392e+00,-3.250000000000e+02,0.000000000000e+00,-1.103772530630e+00
7.562731537896e-01,-3.250000000000e+02,0.000000000000e+00,-1.602594437391e+00,-3.250000000000e+02,0.000000000000e+00,-1.102408282918e+00
7.564119195058e-01,-3.250000000000e+02,0.000000000000e+00,-1.600613652642e+00,-3.250000000000e+02,0.000000000000e+00,-1.101045721397e+00
7.565506852221e-01,-3.250000000000e+02,0.000000000000e+00,-1.598635316117e+00,-3.250000000000e+02,0.000000000000e+00,-1.099684843984e+00
7.566894509384e-01,-3.250000000000e+02,0.000000000000e+00,-1.596659424788e+00,-3.250000000000e+02,0.000000000000e+00,-1.098325648597e+00
7.568282166547e-01,-3.250000000000e+02,0.000000000000e+00,-1.594685975633e+00,-3.250000000000e+02,0.000000000000e+00,-1.096968133156e+00
7.569669823710e-01,-3.250000000000e+02,0.000000000000e+00,-1.592714965635e+00,-3.250000000000e+02,0.000000000000e+00,-1.095612295586e+00
7.571057480873e-01,-3.250000000000e+02,0.000000000000e+00,-1.590746391778e+00,-3.250000000000e+02,0.000000000000e+00,-1.094258133812e+00
7.572445138036e-01,-3.250000000000e+02,0.000000000000e+00,-1.588780251051e+00,-3.250000000000e+02,0.000000000000e+00,-1.092905645764e+00
7.573832795199e-01,-3.250000000000e+02,0.000000000000e+00,-1.586816540447e+00,-3.250000000000e+02,0.000000000000e+00,-1.091554829373e+00
7.575220452362e-01,-3.250000000000e+02,0.000000000000e+00,-1.584855256963e+00,-3.250000000000e+02,0.000000000000e+00,-1.090205682572e+00
7.576608109525e-01,-3.250000000000e+02,0.000000000000e+00,-1.582896397598e+00,-3.250000000000e+02,0.000000000000e+00,-1.088858203298e+00
7.577995766688e-01,-3.250000000000e+02,0.000000000000e+00,-1.580939959357e+00,-3.250000000000e+02,0.000000000000e+00,-1.087512389490e+00
7.579383423851e-01,-3.250000000000e+02,0.000000000000e+00,-1.578985939246e+00,-3.250000000000e+02,0.000000000000e+00,-1.086168239090e+00
7.580771081013e-01,-3.250000000000e+02,0.000000000000e+00,-1.577034334277e+00,-3.250000000000e+02,0.000000000000e+00,-1.084825750040e+00
7.582158738176e-01,-3.250000000000e+02,0.000000000000e+00,-1.575085141466e+00,-3.250000000000e+02,0.000000000000e+00,-1.083484920289e+00
7.583546395339e-01,-3.250000000000e+02,0.000000000000e+00,-1.573138357830e+00,-3.250000000000e+02,0.000000000000e+00,-1.082145747785e+00
7.584934052502e-01,-3.250000000000e+02,0.000000000000e+00,-1.571193980391e+00,-3.250000000000e+02,0.000000000000e+00,-1.080808230480e+00
7.586321709665e-01,-3.250000000000e+02,0.000000000000e+00,-1.569252006177e+00,-3.250000000000e+02,0.000000000000e+00,-1.079472366328e+00
7.587709366828e-01,-3.250000000000e+02,0.000000000000e+00,-1.567312432216e+00,-3.250000000000e+02,0.000000000000e+00,-1.078138153286e+00
7.589097023991e-01,-3.250000000000e+02,0.000000000000e+00,-1.565375255542e+00,-3.250000000000e+02,0.000000000000e+00,-1.076805589313e+00
7.590484681154e-01,-3.250000000000e+02,0.000000000000e+00,-1.563440473192e+00,-3.250000000000e+02,0.000000000000e+00,-1.075474672371e+00
7.591872338317e-01,-3.250000000000e+02,0.000000000000e+00,-1.561508082206e+00,-3.250000000000e+02,0.000000000000e+00,-1.074145400423e+00
7.593259995480e-01,-3.250000000000e+02,0.000000000000e+00,-1.559578079629e+00,-3.250000000000e+02,0.000000000000e+00,-1.072817771438e+00
7.594647652643e-01,-3.250000000000e+02,0.000000000000e+00,-1.557650462509e+00,-3.250000000000e+02,0.000000000000e+00,-1.071491783384e+00
7.596035309806e-01,-3.250000000000e+02,0.000000000000e+00,-1.555725227897e+00,-3.250000000000e+02,0.000000000000e+00,-1.070167434232e+00
7.597422966968e-01,-3.250000000000e+02,0.000000000000e+00,-1.553802372849e+00,-3.250000000000e+02,0.000000000000e+00,-1.068844721959e+00
7.598810624131e-01,-3.250000000000e+02,0.000000000000e+00,-1.551881894423e+00,-3.250000000000e+02,0.000000000000e+00,-1.067523644539e+00
7.600198281294e-01,-3.250000000000e+02,0.000000000000e+00,-1.549963789682e+00,-3.250000000000e+02,0.000000000000e+00,-1.066204199953e+00
7.601585938457e-01,-3.250000000000e+02,0.000000000000e+00,-1.548048055692e+00,-3.250000000000e+02,0.000000000000e+00,-1.064886386183e+00
7.602973595620e-01,-3.250000000000e+02,0.000000000000e+00,-1.546134689523e+00,-3.250000000000e+02,0.000000000000e+00,-1.063570201212e+00
7.604361252783e-01,-3.250000000000e+02,0.000000000000e+00,-1.544223688249e+00,-3.250000000000e+02,0.000000000000e+00,-1.062255643028e+00
7.605748909946e-01,-3.250000000000e+02,0.000000000000e+00,-1.542315048946e+00,-3.250000000000e+02,0.000000000000e+00,-1.060942709619e+00
7.607136567109e-01,-3.250000000000e+02,0.000000000000e+00,-1.540408768695e+00,-3.250000000000e+02,0.000000000000e+00,-1.059631398979e+00
7.608524224272e-01,-3.250000000000e+02,0.000000000000e+00,-1.538504844580e+00,-3.250000000000e+02,0.000000000000e+00,-1.058321709100e+00
